"tool_mage_url","tool","tool_description","category","upvotes","tags"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6410740f08a3a16fc6e4ea61_applai-me-logo.png","Applai.me","A platform for job preparation and cv optimization.","Productivity","23",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/64106f916732cccc3f1d1e47_midi-gpt-logo.png","MIDI-GPT","A tool to generate MIDI files using Chatgpt.","Music","54",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/64106daacd5c081af520f9ae_brainfever-ai-logo.jpeg","BrainFever","An app for text-to-image generation and advanced photo editing.","Generative Art","39",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/64106c3481d302b2de853bac_seashore-ai-logo.png","Seashore.AI","A platform to create chatbots for sales and customer service.","Chat","29",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/64106ac31fc548866b12150d_treebrain-ai-logo.png","TreeBrain","A platform to generate content in over 30 languages.","Marketing","172",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640f6ca0729e083a0959052e_d2tmcmNTBbO4csFK-dUTXUo2nA4ApFKC92nMjh8Vs616v1QSmzpZE2DHUXbCZKXk-7c9dBGQb2h53IU5rrdKlyV77w%3Dw128-h128-e365-rj-sc0x00ffffff.jpeg","Youtube Transcript AI Summary","A Google Chrome Extension to summarize youtube transcripts.","Productivity","18",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/641068c2b782d7628fd6f0ff_majorgen-logo.png","MajorGen","A tool to create resumes and cover letters from profiles.","Productivity","140",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6410677806afb82abe5004de_transpic-cn-logo.png","Transpic","A tool to customize the effects of images transfer guide.","Image Improvement","84",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640f6c9e3fb0582a15692b16_og_logo.jpeg","BeeHelp Assistant","A tool to create chatbots for customer service.","Chat","8",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640f6c9d933ffa667f0fca57_card.png","Zev","A chabot for LINE, Telegram and Viber apps.","Chat","11",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640f6c9cea58f240fc002f74_xq8F77lMf895mb2eAIWYmK5qNeA.png","Vid2Txt","A software to generate text, srt, and vtt files from video and audio files.","Productivity","17",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/64105efe446e1552871ab5d4_keywordspy-logo.png","KeywordSpy","A tool for seo content relevance optimization.","Marketing","9",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640f6c9a2d538600593824bf_859bf7021400f4d560cd6d80e505bada.png","Mails.ai","A platform for email marketing.","Marketing","95",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640d46d350786e0e6ca97a3b_humanimg2.webp","Revoicer","A tool for creating text-to-speech and voice-overs.","Text-To-Speech","63",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640d46d3d2dc3b02cdeb04fe_leaf-1.png","Symptom Checker AI","A tool to check medical symptoms.","Self-Improvement","232",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640d46d2d2dc3b2e21eb04fb_features-poster-desktop.png","FAQx","An app to search verified answers.","Aggregators","22",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640dda78012aac6e223cb356_geniea-com-logo.png","Geniea","A tool for midjourney prompt optimization.","Prompt Guides","45",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640dd89d8bee98451dfe2070_nat-dev-logo.png","OpenPlayground Compare","A tool to compare different language models.","Research","35",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640bd25a3aebab8c44ad9dd9_63a657839e8536978bb228f4_embthumb.png","Embolden","A platform for writing content.","Marketing","25",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640c6b1ebe431259be1a48af_censusgpt-logo.png","Census GPT","A tool for US demographics and statics.","Research","28",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640bd259cfa3621a8a4c9def_getbotz-og-1024x616.png","GetBotz","A platform for writing, optimization, and submission of articles.","Marketing","22",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640bd258c7be9bf6491c3193_social-card-2.png","Imaginary Programming","A tool for frontend developers.","Productivity","17",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640c677776d5c09965077e10_writemage-logo.png","WriteMage","A tool to integrate chatgpt on Mac and iOs.","Productivity","18",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640bd257c7be9b175c1c2eff_SocialBees-AI-social-media-post-generator.png","SocialBee","A platform for social media content generation.","Social Media","50",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640bd256e4b2074d8da052c3_miro.png","Miro AI","A tool for teams management.","Productivity","13",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640bd2553aebab6d74ad9a37_5404036.png","MaiMovie","An app for movie and TV show search.","For Fun","51",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640c624e2a101ad73d5133fd_codeassist-tech-logo.png","CodeAssist","A chatbot to generate code completions.","Productivity","8",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640c61722a101acc2850e297_mottle-logo.png","Mottle","A tool for chatbot building.","Chat","9",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640bd252cfa36240fc4c97d0_myroomdesigner.png","MyRoomDesigner.ai","A tool for interior design.","Generative Art","67",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640c59d5f206c25e169eef7b_lxi-ai-logo.png","lxi.ai","A tool to create custom question answering bot.","Productivity","10",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640bd2503aebabf296ad9688_teriyaki-editor-newsletter-ai-1-1024x432.png","InfoMail","A platform for email marketing","Marketing","8",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640bd24f991723a86ab6f15f_poster.png","GPT95","A VSCode extension for code generation.","Productivity","14",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640c574472e3d9fdd00013e0_autopia-labs-logo.png","Autopia Labs","A platform for workflow automation.","Productivity","3",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640c566b72e3d96231fe6e60_zeemo-ai-logo.png","Zeemo AI","An app for generating subtitles in 17 languages.","Translation","24",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640c55bfee255aca857c767a_easyprompt-xyz-logo.png","Easy Prompt","A telegram bot for prompt generation.","Prompt Guides","16",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640b7b0885f0c021e291396a_header_graphic_01-1.png","Wonder Dynamics","Quickly animate, light, and compose CG characters into a live-action scene","Generative Video","226","Video Editing"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640a89bcc0a59a55e0689471_https%253A%252F%252Fs3.amazonaws.com%252Fappforest_uf%252Ff1634182883800x986165086414297500%252FExport.png","Validly","A platform for product interviews and insights.","Productivity","15",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640a89bb83bae80b8a816738_64090b0ebf69624aa812a00d_second-og.png","Second Home","A platform that creates bots to write code.","Productivity","16",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640b21cade41c8b443ddc9db_rhetorai-logo.png","RhetorAI","A platform to create user interviews for product feedbacks.","Marketing","21",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640a89b9c0a59a804e6892c1_thumb.jpeg","Replix.ai","A browser extension as content suite.","Marketing","12",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640b1fd31bb996642f49cf8d_paymefy-logo.png","Paymefy","A tool for debt collection.","Finance","23",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640a89b6a8c4f629820420d8_41e3d6a8-d5c9-4c19-97c1-ef9ed43f5670_home_hero_screenshot.jpeg","MeyaGPT","A platform to create chatbots.","Chat","13",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/642a596c99a0eb14bcd3f379_Article%20summarizer.png","WebMagic AI","Quickly summarize large amounts of text into shorter versions","Productivity","44",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640b1ced7c24cb3bd984dbaa_fabrie-logo.jpg","Fabrie","A design sandbox to create canvas and prototyping.","Productivity","13",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640b1bd71bb9966b21477a76_virtualface-app-logo.jpeg","Virtual Face","A tool to generate profile pictures for LinkedIn.","Image Improvement","130",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640a89b283bae840bd816250_613b77387ccfb81b26ec5d76_open_graph_v1.png","Super.AI","A platform to process documents.","Productivity","11",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640b1a6e69d0337e3a2f7dbe_swapface-logo.jpg","Swapface","A windows software for creating realistic face swaps.","Video Editing","181",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640a89b1a8c4f6e0b204188c_PN63CCOPK8zVPfaQ9ARrqRhtDJQ.png","Ravyn","A platform for sales and CRM.","Marketing","10",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640a89b053c4b5f7387faf5f_banner.png","PromptPerfect","A tool to optimize prompts.","Prompt Guides","24",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640b0f467e65d42e6db74cd0_openl-io-logo.png","OpenL","A tool for translation.","Translation","29",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640a89afe75ea8478c2ef402_og.png","MealGenie","A tool for vegan recipes discovery.","For Fun","24",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640a89ae1fe75a0071631b49_ui--logo.png","Juji","A platform to create chatbots.","Chat","9",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640a89acc8470c3ea4a24f5e_preview.png","CaptionGen","A tool to generate humorous captions.","Marketing","51",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640a89aa33b878088f74d0ed_1200x630wa.png","Genius Ai","An app for typing assistance.","Productivity","29",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640a89a901763ab3f1ac6b6d_header_photo_tw_header_logomark.png","AnyWebsite.AI","A tool to create and integrate a customizable chatbot.","Chat","10",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640a89a73284e237b660cb4f_team_all.jpeg","Content Marketing At Scale","A platform for content generation.","Marketing","11",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640a7b309b092a9365854d40_Frame%201510.png","Magical","Manage meetings, scheduling, and notes directly from browser tabs","Productivity","37",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6409ad564d7fe509a54b23e2_mapdeduce-logo.png","MapDeduce","A tool to summarize pdf files.","Productivity","49",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640933c8f6fdae439c60d98f_grammar-gpt-banner.png","Grammar GPT","A tool for writing and editing assistant.","Productivity","101",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640933c7b53c4885f66d082f_63f65b92771b535aadbcebb6_section2.png","Momentum","A platform for workflow automation.","Marketing","7",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640933c69228acc8f06cdad7_QyJAK9R7Lscvm3MQ1B0TFICDy_V5Le2EDYCDor5sDfFABu5Hm0Kh6vCZ8vMN5t4V9k0tbXj1MRaKiaXNWjcJciQh540%3Dw128-h128-e365-rj-sc0x00ffffff.jpeg","FinalScout","A Google Chrome Extension to find linkedin emails.","Marketing","8",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640933c5b53c485f826d0405_d15abcaa-e843-41f2-80c9-8529d221a5fb.png","AI-Lawyer","A tool to automate legal document generation","Productivity","22",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640933c49228acfbe26cd9e1_ludo-blue.png","Ludo","A platform to create and research game trends.","Gaming","21",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640933c3f6fdae58f560d471_meta.png","Logoscapes","A tool to create logos.","Generative Art","25",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640933c28f687e12d454bcb1_meta-image.png","IMI Prompt","A tool to generate midjourney prompts.","Prompt Guides","78",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640933c1cd9acafe1df7d385_Caffeinated-CX-4.png","Caffeinated CX","A tool for customer support tickets management.","Marketing","6",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640933c0c701b35187065830_og-image.png","Professionalize It To Me","A tool to generate emails.","Productivity","12",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640933bf3a496618cf395c87_rankpress_feature_img.png","RankPress.io","A platform for wordpress ecommerce autoblogging.","Marketing","9",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640933bdd3e5053d663fd5ec_cover.png","AI Pet Name Generator","A tool to generate customized pet names.","For Fun","44",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/64098ac63d0f4d84a7862919_chatwithme-chat-logo.png","ChatWithMe","A tool to chat with chatgpt privately.","Chat","52",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640989606744e8284a13e6aa_pagegenie-io-logo.png","PageGenie","A tool to create landing pages.","Marketing","20",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6408a0488541a43195e62dd3_opinionate-logo.png","Opinionate.io","A tool to practice debating.","Self-Improvement","32",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/64089f3b3bf23248308e23be_berri-ai-logo.png","Berri.ai","A tool to create chatGPT apps with own data.","Productivity","24",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/64089db81b69177fa81daafa_adrenaline-logo.png","Adrenaline","A tool to debug code.","Productivity","11",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6407dbcfce521fb566cebf32_logo.png","ChatSpot","A chatbot tool with HubSpot features.","Marketing","10",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640895b292ed88f108cb3716_transkribieren-logo.png","Transkribieren","A tool for audio transcriptions.","Podcasting","31",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640894b8df44cc938004853d_zeeno-logo.png","Zeeno","An app for mobile keyboard assistance and research in-chat.","Productivity","12",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6408937ec822b606166823c4_chatgpt4youtube-logo.webp","ChatGPT for YouTube","A Google Chrome Extension to summarize YouTube videos.","Productivity","77",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/64089148ce9a777e7580f502_timeto-logo.png","TimeTo","A platform for teams productivity.","Productivity","11",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640890701bf5c82100054ab6_paxo-logo.png","Paxo","An iOS app generating meeting notes.","Productivity","13",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6407dbcaf7210866cb8c986d_6405319bf813ce660b042f4c_dailybotai-seo.png","DailyBot","A tool to create VAs for tasks management.","Chat","9",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6407dbc95b1961e07ef3b494_thumbnail.png","Twig","A tool for customer support.","Chat","8",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6407dbc8150d826856a5cbc9_ai-mind-maps-thumbnail%402x.png","Whimsical AI","A tool for brainstorming and mind mapping.","Productivity","28",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/64088b0eb37f30780d2b5521_convai-logo.png","Convai","A platform to create NPC characters and assets for games.","Gaming","19",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640888cb6ace5523f2ad34d6_heysheldon-logo.png","Sheldon","A Google Chrome Extension for tasks assistance.","Productivity","13",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6407dbc541579ae8ffdf187d_Keyword-Insights-home.png","Keyword Insights","A tool suite for keyword research.","Marketing","10",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63c7146833775c392d23fbd7_og-image.png","AI Fact Checker","A tool to verify facts with a Google search.","For Fun","30",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640884ff04bafbe9aacd6aa8_sticker-prompt-generator-logo.png","Sticker Prompt Generator","A tool to generate sticker prompt styles.","Generative Art","73","Prompt Guides"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/64068cba420530a3d5c7bbdf_social.jpeg","Maskr.AI","A tool for taking selfies with celebrities.","For Fun","103",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/64068cb901929485acada9da_image.png","Pin","A platform to organise and communicate in Slack.","Productivity","5",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/64068cb8420530827dc7b848_og-main.png","Deep Agency","A virtual photo studio platform.","Image Improvement","22",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/64068cb6b988507b561e26eb_sszcNMHJXlQzT7iajgZTJkhGIg.png","Olvy Changelogs","A tool to keep changelog.","Productivity","4",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/64068cb6420530d73ac7b679_og2.jpeg","AutoSlide","A tool to create presentations.","Productivity","68",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/64071490864808e19051f326_monica-im-logo.jpg","Monica","A Google Chrome Extension for tasks assistance.","Productivity","14",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/64068cb4944586076ae612a3_poster.png","TypingMind","A chatgpt chatbot with better response time and UI.","Chat","96",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/64070d1237a64fa63aae1b56_dubb-media-logo.png","Dubb","A tool for podcasting to create content.","Podcasting","12",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/64068cb2caf3a4c2cb043559_darkbluebg.jpeg","AIWizard","A platform for discovering AI tools.","Aggregators","45",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/64070b9300a7cf2c53450dbb_doctor-mix-ai-synth-logo.png","Doctor Mix AI Synth","A software for AX73 synthesizer.","Music","44",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/64068caecaf3a45aa904305e_link_preview.png","Luminal","A tool for spreadsheet importing and data processing.","Productivity","11",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6405bc6991cc497d6d38acaf_face26-logo.png","Face26","A tool for photo enhancing and fixing.","Image Improvement","56",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/64057c6ca24f261ea6b1bd95_FeJ1l32R5HKV8LKzYWrULAqb4cf2_ckUJ7IMux3DHi01bx2e64mmwZfThJUTTWRmx_2sABFalB84kvJc3DhSwFZAKQ%3Dw128-h128-e365-rj-sc0x00ffffff.jpeg","Mailr","A Google Chrome Extension for email assistance.","Productivity","7",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6405b71a21b1036c53b950ec_visualizeai-logo.svg","VisualizeAI","A tool for design visualization.","Generative Art","37",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6405b3ae9a2081f56a7c47bb_bezly-logo.png","Bezly","A Google Chrome Extension to summarize amazon reviews.","Marketing","9",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/64057c6a082821b43a18a1ac_12.png","Brain Pod AI","A platform for generating content, images and music.","Marketing","35",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6405ac982b60ce8b63d32600_smodin-logo.png","Smodin","A tool suite for writing essays and research papers.","Marketing","11",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6403cce21cd8a61f1979b6bc_card.png","Only.Coms","A tool to generate .com domain names.","Productivity","45",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6403cce11cd8a61c9f79b59b_n2-1.png","Timz.Flowers","A platform for meetings summarization.","Productivity","22",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640492ff8b2e2e01aceda47a_rissun-logo.png","Rissun","An app for journaling dreams.","Self-Improvement","12",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6403ccdf16e1dccda437fdbf_og-image.png","SiteExplainer","A tool to summarize websites.","Productivity","38",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6403ccde1a2e47a0f2554c2d_cropped-robot-logo-NO-BG-4.png","SimpleMail","A tool for email writing assistant.","Productivity","10",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6404910c9051a040d03e0263_roamaround-logo.png","Roam Around","A tool to plan travel trips.","Productivity","33",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6403ccdc91cc4972b620c595_social-image.jpeg","Fiction","A tool to create mockups, designs, animations and avatars.","Generative Art","18",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63f00989b20c713426238e16_dffc4782-6646-47c9-8cbe-12c81b65d212.jpeg","HeyBot","A tool to convert websites to chatbot.","Chat","22",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/64048d9f2d59cc407bef11a1_truewind-logo.png","Truewind","A tool for bookkeeping and finances.","Finance","21",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6403ccd91a2e474f39554c26_63f6bad058eef8c5f949bd50_OG%2520image.png","Relevance AI","A tool for data analysis and visualization.","Marketing","19",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/64048ac481bc5fe81405db5d_88stacks-logo.png","88Stacks","A tool to create customized images for a brand.","Social Media","16",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6403ccd756c9bf6896290c2f_0ChWFvyIzLMRekWxWhZ1rDck.png","Tailor by Threads","A productivity tool for teams.","Productivity","5",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6403ccd716e1dc469237f263_ideacadabra_logo.png","Ideacadabra","A tool to generate content ideas for social media platforms.","Social Media","20",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6402960d56c9bf577fb6015a_og-image.png","TweetStorm.ai","A tool for tweets generation.","Marketing","9",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6402960ca0f2b867fd6adb24_og-image.png","RoomGPT","A tool to generate interior designs.","Generative Art","900",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/64033913b4bfb5407485a938_stability-for-blender-logo.png","Stability for Blender","A stability addon for Blender software.","Productivity","9",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6402960856c9bf4130b5fc40_63e439363a188b33479abd1a_OG-Image.png","Bifrost","A tool to convert Figma designs into React code.","Productivity","14",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640336d3e37854ef6138f30f_teddy-ai-logo.png","Teddy AI","An app with interactive buddy for kids.","Chat","10",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6403361eb275c804c91b5dd2_everylead-logo.png","Everylead","A platform to write personalized sales messages for emails.","Marketing","11",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6402960746671f0d4e404e2e_social-og-image-11e68995b3b819f890760f347f39cf61a73c56aa2d9bf601cdd7694a3e4070c4.png","Teacherbot","A tool for teachers to create activities and plans for any levels.","Productivity","18",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640296062420804be97bbcb9_https%253A%252F%252Fs3.amazonaws.com%252Fappforest_uf%252Ff1674303040080x333130470361960800%252FFrame%252520239%252520%2525287%252529.jpeg","SinCode AI","A tool for content creation.","Marketing","26",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6402960524208042397bbc4f_color.png","HeyScience","A tool for researchers to analyze scientific research papers.","Productivity","20",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/64029604435d9603813a75a0_8.png","Arvin","A Google Chrome Extension for writing assistant and article generation.","Marketing","8",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6403324316e1dcdd63827320_salesboom-logo.png","Salesboom.AI","A tool for outreach campaigns.","Marketing","10",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/64033136b02d52ab0158c9f4_movie-and-book-recommender-logo.png","Movie & Book Recommender","A tool for movie and book recommendations.","For Fun","13",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/64114416d47e7410235cc7f7_Kittl-AI_LP_02.jpg","Kittl","A tool to create visuals, images and clipart.","Generative Art","38",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6402960112c7e3938d2ac4d0_lebesgue-smarter-marketing-.png","Lebesgue","A shopify app for marketing intelligence.","Marketing","10",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640296007bdd6331321ab5af_composer-ogimage.png","EmailComposer.ai","A tool to generate emails.","Productivity","41",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640295fc46671f20ba404563_683a2e_8fc96fccd3564978b86881e7ec8ad43c~mv2.jpeg","Aug X Labs","A tool for content creators to create videos.","Generative Video","60",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/64032bed786fbe03010355db_tubetldr-logo.png","TLDR YouTube","A tool to summarize YouTube videos.","Productivity","23",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640295fba0f2b81ab76aca77_og.png","BigJPG","A tool to upscale images upto 16x.","Image Improvement","98",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6400e9db79fb3a28e3144a3c_63cb0e3982940e86dc082221_outset-thumbnail.webp","Outset.ai","A tool for developers to integrate AI into products.","Productivity","4",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6400e9db39ac7c1c990b3a5a_header.png","Lucidpic","A tool to create stock photos of people.","Generative Art","168",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6401a2ddf30acd1abcf93520_b7labs-logo.png","B7Labs","A tool for summarizing webpages.","Productivity","22",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6400e9d95b23c220c3ef5837_0a1f44_ee7ede7b34784a5ab1607afc9c7db3c8%257Emv2.png","GenForge","ChatGPT on whatsapp and slack for documents","Chat","18",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6401a0c85ec6677b4754cf47_getmagical-logo.png","Magical AI","A Google Chrome Extension for writing assistant and task automation.","Productivity","39",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6400e9d7ed08cca601bb444f_og-image-2.png","BeatBot","A song maker.","Generative Art","54",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640199121a2ce95379bcf035_chatgpt-sidebar-logo.png","Sider.AI","A Google Chrome Extension for research.","Productivity","25",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/64019834102bf7f3b8bd0816_pixelforge-art-logo.png","PixelForge","A tool to create verticalized videos from YouTube.","Generative Video","17",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6400e9d59bbb5007984bb7f5_og.jpeg","Xata","A data platform for developers.","Chat","8",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6400e9d45e0b5231c55a66a5_6149077064a80a7fe2a9591f_attention%2520logo%2520meta.jpeg","Attention","A voice assistant for sales teams.","Marketing","14",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6400e9d35a9872c3d64b74c7_lord-of-the-flies.jpeg","ChatPDF","A tool for chatting to your pdf files.","Productivity","1456",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6400e9d2db23738436dea610_superflowHeader.png","Superflows","A Gmail Addon for email assistant.","Productivity","5",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640193705160f0d2d79785a0_ai-mail-assistant-logo.png","AI Mail Assistant","A Gmail add-on for emails.","Productivity","10",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6400e9d0d2c2e0f69fc275b6_social-image.jpeg","FreeImage.AI","An image generator.","Generative Art","96",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6400e9cfff13c5114a02391d_uKit_ai_eng.png","uKit AI","A website builder.","Marketing","40",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6400e9ce955ca2e12047459f_content-at-scale-SEO-AI-writer.png","Content At Scale","A content automation platform and generate SEO-optimized articles.","Marketing","10",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6401840d9e053a5c2a629e56_alby-email-logo.png","AIby.email","A tool to automate tedious tasks.","Productivity","6",""
